participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash
181483a1-6cb3-4c78-9413-cacebd5f77f9,24-question,24,horizontal_bar_4,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,32,32,0,100,2025-02-23T20:32:11.205Z,2025-02-23T20:32:15.943Z,4738,4738,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,25-question,25,horizontal_bar_5,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,38,38,0,100,2025-02-23T20:32:16.024Z,2025-02-23T20:32:22.993Z,6969,6969,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,26-question,26,horizontal_bar_6,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,21,21,0,100,2025-02-23T20:32:23.071Z,2025-02-23T20:32:30.806Z,7735,7735,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,27-question,27,horizontal_bar_7,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,59,59,0,100,2025-02-23T20:32:30.904Z,2025-02-23T20:32:36.423Z,5519,5519,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,28-question,28,horizontal_bar_8,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,39,39,0,100,2025-02-23T20:32:36.520Z,2025-02-23T20:32:42.847Z,6327,6327,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,29-question,29,horizontal_bar_9,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,25,25,0,100,2025-02-23T20:32:42.930Z,2025-02-23T20:32:47.926Z,4996,4996,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,30-question,30,horizontal_bar_10,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,43,43,0,100,2025-02-23T20:32:48.026Z,2025-02-23T20:32:53.590Z,5564,5564,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,31-question,31,horizontal_bar_11,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,43,44,0,100,2025-02-23T20:32:53.680Z,2025-02-23T20:33:00.011Z,6331,6331,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,32-question,32,horizontal_bar_12,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-23T20:33:00.086Z,2025-02-23T20:33:06.674Z,6588,6588,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,33-question,33,horizontal_bar_13,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,32,32,0,100,2025-02-23T20:33:06.755Z,2025-02-23T20:33:12.187Z,5432,5432,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,34-question,34,horizontal_bar_14,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,23,24,0,100,2025-02-23T20:33:12.281Z,2025-02-23T20:33:17.758Z,5477,5477,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,35-question,35,horizontal_bar_15,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,14,14,0,100,2025-02-23T20:33:17.880Z,2025-02-23T20:33:23.883Z,6003,6003,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,36-question,36,horizontal_bar_16,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,62,62,0,100,2025-02-23T20:33:23.968Z,2025-02-23T20:33:29.394Z,5426,5426,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,37-question,37,horizontal_bar_17,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,41,41,0,100,2025-02-23T20:33:29.476Z,2025-02-23T20:33:34.429Z,4953,4953,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,38-question,38,horizontal_bar_18,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,58,58,0,100,2025-02-23T20:33:34.505Z,2025-02-23T20:33:40.791Z,6286,6286,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,39-question,39,horizontal_bar_19,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T20:33:40.891Z,2025-02-23T20:33:46.782Z,5891,5891,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,40-question,40,horizontal_bar_20,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,53,53,0,100,2025-02-23T20:33:46.888Z,2025-02-23T20:33:54.460Z,7572,7572,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,41-question,41,reverse_bar_1,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,51,52,0,100,2025-02-23T20:33:54.540Z,2025-02-23T20:34:00.152Z,5612,5612,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,42-question,42,reverse_bar_2,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,31,32,0,100,2025-02-23T20:34:00.222Z,2025-02-23T20:34:07.501Z,7279,7279,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,43-question,43,reverse_bar_3,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,12,13,0,100,2025-02-23T20:34:07.586Z,2025-02-23T20:34:13.102Z,5516,5516,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,44-question,44,reverse_bar_4,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,38,38,0,100,2025-02-23T20:34:13.200Z,2025-02-23T20:34:22.202Z,9002,9002,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,45-question,45,reverse_bar_5,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,59,59,0,100,2025-02-23T20:34:22.277Z,2025-02-23T20:34:36.199Z,13922,13922,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,46-question,46,reverse_bar_6,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,52,53,0,100,2025-02-23T20:34:36.289Z,2025-02-23T20:34:42.369Z,6080,6080,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,47-question,47,reverse_bar_7,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,34,35,0,100,2025-02-23T20:34:42.468Z,2025-02-23T20:34:48.942Z,6474,6474,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,48-question,48,reverse_bar_8,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,39,39,0,100,2025-02-23T20:34:49.009Z,2025-02-23T20:35:08.019Z,19010,19010,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,49-question,49,reverse_bar_9,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,49,49,0,100,2025-02-23T20:35:08.137Z,2025-02-23T20:35:14.518Z,6381,6381,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,50-question,50,reverse_bar_10,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T20:35:14.627Z,2025-02-23T20:35:21.089Z,6462,6462,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,51-question,51,reverse_bar_11,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T20:35:21.164Z,2025-02-23T20:35:26.004Z,4840,4840,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,52-question,52,reverse_bar_12,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,55,55,0,100,2025-02-23T20:35:26.089Z,2025-02-23T20:35:33.117Z,7028,7028,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,53-question,53,reverse_bar_13,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,59,59,0,100,2025-02-23T20:35:33.212Z,2025-02-23T20:35:41.079Z,7867,7867,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,54-question,54,reverse_bar_14,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,42,42,0,100,2025-02-23T20:35:41.152Z,2025-02-23T20:35:49.250Z,8098,8098,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,55-question,55,reverse_bar_15,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,45,45,0,100,2025-02-23T20:35:49.357Z,2025-02-23T20:35:55.556Z,6199,6199,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,56-question,56,reverse_bar_16,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,47,47,0,100,2025-02-23T20:35:55.641Z,2025-02-23T20:36:01.905Z,6264,6264,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,57-question,57,reverse_bar_17,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,65,65,0,100,2025-02-23T20:36:01.990Z,2025-02-23T20:36:08.269Z,6279,6279,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,58-question,58,reverse_bar_18,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,42,43,0,100,2025-02-23T20:36:08.339Z,2025-02-23T20:36:13.707Z,5368,5368,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,59-question,59,reverse_bar_19,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,52,53,0,100,2025-02-23T20:36:13.789Z,2025-02-23T20:36:19.324Z,5535,5535,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,60-question,60,reverse_bar_20,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,39,39,0,100,2025-02-23T20:36:19.404Z,2025-02-23T20:36:24.806Z,5402,5402,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,participantTags,null,participantTags,undefined,undefined,undefined,undefined,undefined,undefined,undefined,[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
3c290534-fc59-4697-bda8-9d568b87ec2a,1-question,1,vertical_bar_1,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-24T04:12:43.293Z,2025-02-24T04:12:57.442Z,14149,14149,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,2-question,2,vertical_bar_2,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,53,54,0,100,2025-02-24T04:12:57.608Z,2025-02-24T04:13:11.113Z,13505,13505,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,3-question,3,vertical_bar_3,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,49,49,0,100,2025-02-24T04:13:11.297Z,2025-02-24T04:13:20.897Z,9600,9600,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,4-question,4,vertical_bar_4,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,62,62,0,100,2025-02-24T04:13:21.063Z,2025-02-24T04:13:47.970Z,26907,26907,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,5-question,5,vertical_bar_5,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,27,26,0,100,2025-02-24T04:13:48.145Z,2025-02-24T04:14:04.297Z,16152,16152,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,6-question,6,vertical_bar_6,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,65,65,0,100,2025-02-24T04:14:04.461Z,2025-02-24T04:14:14.400Z,9939,9939,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,7-question,7,vertical_bar_7,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,66,66,0,100,2025-02-24T04:14:14.542Z,2025-02-24T04:14:28.121Z,13579,13579,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,8-question,8,vertical_bar_8,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,57,56,0,100,2025-02-24T04:14:28.347Z,2025-02-24T04:14:44.841Z,16494,16494,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,9-question,9,vertical_bar_9,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,24,35,0,100,2025-02-24T04:14:45.004Z,2025-02-24T04:14:58.089Z,13085,13085,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,10-question,10,vertical_bar_10,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,28,28,0,100,2025-02-24T04:14:58.236Z,2025-02-24T04:15:27.785Z,29549,29549,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,11-question,11,vertical_bar_11,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,63,64,0,100,2025-02-24T04:15:27.968Z,2025-02-24T04:15:39.945Z,11977,11977,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,12-question,12,vertical_bar_12,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,19,19,0,100,2025-02-24T04:15:40.093Z,2025-02-24T04:15:53.488Z,13395,13395,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,13-question,13,vertical_bar_13,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,36,36,0,100,2025-02-24T04:15:53.643Z,2025-02-24T04:17:05.592Z,71949,71949,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,14-question,14,vertical_bar_14,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,41,42,0,100,2025-02-24T04:17:05.787Z,2025-02-24T04:17:15.289Z,9502,9502,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,15-question,15,vertical_bar_15,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-24T04:17:15.433Z,2025-02-24T04:17:22.857Z,7424,7424,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,16-question,16,vertical_bar_16,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,21,22,0,100,2025-02-24T04:17:23.009Z,2025-02-24T04:17:35.233Z,12224,12224,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,17-question,17,vertical_bar_17,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,27,27,0,100,2025-02-24T04:17:35.398Z,2025-02-24T04:18:03.577Z,28179,28179,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,18-question,18,vertical_bar_18,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,55,55,0,100,2025-02-24T04:18:03.715Z,2025-02-24T04:18:10.801Z,7086,7086,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,19-question,19,vertical_bar_19,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,63,63,0,100,2025-02-24T04:18:10.962Z,2025-02-24T04:18:21.531Z,10569,10569,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,20-question,20,vertical_bar_20,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,37,37,0,100,2025-02-24T04:18:21.680Z,2025-02-24T04:18:29.913Z,8233,8233,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,21-question,21,horizontal_bar_1,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,75,75,0,100,2025-02-24T04:18:30.069Z,2025-02-24T04:18:42.929Z,12860,12860,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,22-question,22,horizontal_bar_2,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-24T04:18:43.079Z,2025-02-24T04:18:51.178Z,8099,8099,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,23-question,23,horizontal_bar_3,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,67,68,0,100,2025-02-24T04:18:51.337Z,2025-02-24T04:19:00.681Z,9344,9344,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,24-question,24,horizontal_bar_4,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,33,32,0,100,2025-02-24T04:19:00.834Z,2025-02-24T04:19:08.801Z,7967,7967,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,25-question,25,horizontal_bar_5,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,37,38,0,100,2025-02-24T04:19:08.959Z,2025-02-24T04:19:17.065Z,8106,8106,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,26-question,26,horizontal_bar_6,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,22,21,0,100,2025-02-24T04:19:17.254Z,2025-02-24T04:19:25.066Z,7812,7812,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,27-question,27,horizontal_bar_7,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,58,59,0,100,2025-02-24T04:19:25.217Z,2025-02-24T04:19:32.241Z,7024,7024,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,28-question,28,horizontal_bar_8,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,37,39,0,100,2025-02-24T04:19:32.383Z,2025-02-24T04:19:39.546Z,7163,7163,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,29-question,29,horizontal_bar_9,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,25,25,0,100,2025-02-24T04:19:39.689Z,2025-02-24T04:19:45.426Z,5737,5737,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,30-question,30,horizontal_bar_10,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,43,43,0,100,2025-02-24T04:19:45.583Z,2025-02-24T04:19:56.465Z,10882,10882,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,31-question,31,horizontal_bar_11,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,44,44,0,100,2025-02-24T04:19:56.627Z,2025-02-24T04:20:03.986Z,7359,7359,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,32-question,32,horizontal_bar_12,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-24T04:20:04.137Z,2025-02-24T04:20:12.114Z,7977,7977,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,33-question,33,horizontal_bar_13,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,33,32,0,100,2025-02-24T04:20:12.260Z,2025-02-24T04:20:22.433Z,10173,10173,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,34-question,34,horizontal_bar_14,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,24,24,0,100,2025-02-24T04:20:22.581Z,2025-02-24T04:20:31.307Z,8726,8726,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,35-question,35,horizontal_bar_15,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,14,14,0,100,2025-02-24T04:20:31.462Z,2025-02-24T04:20:39.273Z,7811,7811,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,36-question,36,horizontal_bar_16,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,63,62,0,100,2025-02-24T04:20:39.414Z,2025-02-24T04:20:47.482Z,8068,8068,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,37-question,37,horizontal_bar_17,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,42,41,0,100,2025-02-24T04:20:47.570Z,2025-02-24T04:20:55.418Z,7848,7848,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,38-question,38,horizontal_bar_18,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,57,58,0,100,2025-02-24T04:20:55.561Z,2025-02-24T04:21:02.969Z,7408,7408,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,39-question,39,horizontal_bar_19,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-24T04:21:03.115Z,2025-02-24T04:21:08.266Z,5151,5151,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,40-question,40,horizontal_bar_20,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,53,53,0,100,2025-02-24T04:21:08.412Z,2025-02-24T04:21:16.065Z,7653,7653,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,41-question,41,reverse_bar_1,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,51,52,0,100,2025-02-24T04:21:16.208Z,2025-02-24T04:21:24.242Z,8034,8034,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,42-question,42,reverse_bar_2,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,31,32,0,100,2025-02-24T04:21:24.408Z,2025-02-24T04:21:35.297Z,10889,10889,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,43-question,43,reverse_bar_3,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,12,13,0,100,2025-02-24T04:21:35.461Z,2025-02-24T04:21:43.745Z,8284,8284,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,44-question,44,reverse_bar_4,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,38,38,0,100,2025-02-24T04:21:43.909Z,2025-02-24T04:21:51.276Z,7367,7367,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,45-question,45,reverse_bar_5,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,59,59,0,100,2025-02-24T04:21:51.437Z,2025-02-24T04:21:58.177Z,6740,6740,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,46-question,46,reverse_bar_6,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,52,53,0,100,2025-02-24T04:21:58.333Z,2025-02-24T04:22:06.058Z,7725,7725,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
3c290534-fc59-4697-bda8-9d568b87ec2a,47-question,47,reverse_bar_7,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,34,35,0,100,2025-02-24T04:22:06.213Z,2025-02-24T04:22:22.987Z,16774,16774,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
